ID,MINA,UF,MUNICIPIO,LATITUDE,LONGITUDE,RISCO
3685,Nome da mina não informado,MT,POCONÉ,-16.215833333333332,-56.604305555555555,Média
3687,Nome da mina não informado,MT,POCONÉ,-16.214416666666665,-56.60594444444445,Média
5405,Nome da mina não informado,AP,FERREIRA GOMES,1.0019722222222223,-51.12888888888889,Média
5863,Mina do Queias,MG,BRUMADINHO,-20.122972222222224,-44.31258333333333,Alta
5865,Mina do Queias,MG,BRUMADINHO,-20.11936111111111,-44.31594444444444,Alta
5866,Mina do Queias,MG,BRUMADINHO,-20.117583333333332,-44.317194444444446,Alta
7471,Nome da mina não informado,AP,PEDRA BRANCA DO AMAPARI,0.8008358333333334,-51.87452583333334,Média
8179,Nome da mina não informado,SE,ROSÁRIO DO CATETE,-10.653444444444444,-37.03058333333333,Baixa
8180,Complexo Mínero-Químico de Taquari-Vassouras,SE,ROSÁRIO DO CATETE,-10.657833333333334,-37.02983333333333,Baixa
8181,Nome da mina não informado,SE,ROSÁRIO DO CATETE,-10.657333333333334,-37.03133333333333,Baixa
8182,Nome da mina não informado,BA,SANTALUZ,-11.003444444444444,-39.28702777777777,Baixa
8183,Nome da mina não informado,BA,SANTALUZ,-11.003638888888888,-39.30083333333333,Baixa
8184,Serra Norte,PA,PARAUAPEBAS,-6.099444444444444,-50.1625,Baixa
8185,Serra Norte,PA,PARAUAPEBAS,-5.994793333333333,-50.10948166666667,Baixa
8186,Serra Norte,PA,PARAUAPEBAS,-5.979277777777778,-50.141416666666665,Baixa
8187,Serra Norte,PA,PARAUAPEBAS,-6.108138888888888,-50.16905555555555,Baixa
8188,Nome da mina não informado,PA,PARAUAPEBAS,-6.046821111111111,-50.142919166666665,Baixa
8189,Nome da mina não informado,PA,PARAUAPEBAS,-6.056853611111111,-50.14378,Baixa
8190,Nome da mina não informado,PA,SÃO FÉLIX DO XINGU,-6.831527777777778,-51.991,Média
8193,Manganês Azul,PA,PARAUAPEBAS,-6.078138888888889,-50.29147222222222,Baixa
8194,Manganês Azul,PA,PARAUAPEBAS,-6.112728611111111,-50.308589166666664,Baixa
8195,Unidade operacional de Catalão,GO,CATALÃO,-18.112583333333333,-47.78447222222222,Baixa
8196,Unidade de catalão,GO,CATALÃO,-18.10531388888889,-47.77976666666667,Baixa
8198,MINA FÁBRICA NOVA,MG,MARIANA,-20.207473055555553,-43.45439972222223,Baixa
8199,MINA FÁBRICA NOVA,MG,MARIANA,-20.184531944444444,-43.43761361111111,Baixa
8200,MINA ALEGRIA,MG,MARIANA,-20.159307499999997,-43.46931083333334,Baixa
8204,Timbopeba,MG,OURO PRETO,-20.270514444444444,-43.49623527777778,Baixa
8206,Fazendão,MG,CATAS ALTAS,-20.105474444444447,-43.40418222222222,Baixa
8207,TIMBOPEBA,MG,OURO PRETO,-20.290448611111113,-43.49052777777778,Alta
8209,ALEGRIA,MG,MARIANA,-20.176068055555557,-43.487316666666665,Média
8210,Fazendão,MG,MARIANA,-20.139289722222223,-43.41233305555556,Alta
8216,Mina de Mar Azul,MG,NOVA LIMA,-20.05825,-43.964083333333335,Baixa
8217,Mina de Mar Azul,MG,NOVA LIMA,-20.06113888888889,-43.961333333333336,Baixa
8218,Mina da Bocaina,MG,ARCOS,-20.316561111111113,-45.58316111111112,Baixa
8219,Mina da Bocaina,MG,ARCOS,-20.31343888888889,-45.57745555555556,Baixa
8220,Mina Jangada,MG,BRUMADINHO,-20.108272777777778,-44.07366777777778,Baixa
8249,Mina de Mar Azul,MG,NOVA LIMA,-20.039333333333335,-43.929138888888886,Baixa
8253,Nome da mina não informado,BA,SANTALUZ,-11.260280555555555,-39.35756111111111,Média
8254,Nome da mina não informado,BA,SANTALUZ,-11.260519444444444,-39.35755555555556,Média
8255,Nome da mina não informado,BA,SANTALUZ,-11.26008888888889,-39.35758333333334,Média
8256,Nome da mina não informado,MG,NOVA LIMA,-20.110016666666667,-43.90324722222222,Média
8262,Nome da mina não informado,MG,CARANAÍBA,-20.903388888888887,-43.803888888888885,Média
8267,Mina Fontanella,SC,TREVISO,-28.49211111111111,-49.46027777777778,Baixa
8268,Mina Fontanella,SC,TREVISO,-28.49413888888889,-49.46002777777778,Baixa
8269,Nome da mina não informado,PA,OURILÂNDIA DO NORTE,-6.580472222222222,-51.077083333333334,Baixa
8271,Nome da mina não informado,PA,SÃO FÉLIX DO XINGU,-6.558737777777778,-51.17782888888889,Baixa
8272,Nome da mina não informado,PA,SÃO FÉLIX DO XINGU,-6.5559569444444445,-51.17348277777778,Baixa
8276,Mina de Fábrica,MG,CONGONHAS,-20.426000000000002,-43.88597222222222,Média
8279,Mina de Fábrica,MG,CONGONHAS,-20.425833333333333,-43.891777777777776,Baixa
8280,Nome da mina não informado,MG,BELO HORIZONTE,-20.025280555555554,-44.013527777777774,Baixa
8281,Nome da mina não informado,MG,CONGONHAS,-20.43402777777778,-43.882333333333335,Baixa
8282,Galinheiro,MG,ITABIRITO,-20.196583333333333,-43.86708333333333,Baixa
8283,Mina Fábrica ,MG,OURO PRETO,-20.406055555555554,-43.85572222222223,Alta
8286,Mina de Fabrica,MG,OURO PRETO,-20.408277777777776,-43.85180555555556,Alta
8287,Nome da mina não informado,PA,SÃO FÉLIX DO XINGU,-6.58036111111111,-51.174166666666665,Baixa
8288,Nome da mina não informado,PA,SÃO FÉLIX DO XINGU,-6.561861111111111,-51.17113888888888,Baixa
8289,Nome da mina não informado,PA,SÃO FÉLIX DO XINGU,-6.560388888888888,-51.16672222222222,Baixa
8290,Mina de Fábrica,MG,OURO PRETO,-20.410916666666665,-43.83661111111111,Alta
8291,Mineração Serra Grande SA,GO,CRIXÁS,-14.561166666666667,-49.96016666666667,Baixa
8292,Nome da mina não informado,MG,MATEUS LEME,-19.934444444444445,-44.47083333333334,Média
8293,Nome da mina não informado,MG,MATEUS LEME,-19.934166666666666,-44.47138888888889,Média
8294,Nome da mina não informado,MG,MATEUS LEME,-19.933888888888887,-44.471944444444446,Média
8296,MINA FÁBRICA ,MG,OURO PRETO,-20.394777777777776,-43.85155555555556,Baixa
8299,Nome da mina não informado,MG,OURO PRETO,-20.39498,-43.83973972222223,Baixa
8300,Nome da mina não informado,BA,SIMÕES FILHO,-12.856777777777777,-38.40441666666666,Média
8301,Nome da mina não informado,MG,CONGONHAS,-20.431333333333335,-43.88286111111111,Média
8302,Nome da mina não informado,MG,OURO PRETO,-20.414777777777775,-43.86513888888889,Média
8303,Mina do Pico ,MG,ITABIRITO,-20.224916666666665,-43.873222222222225,Média
8304,Mina do Pico,MG,ITABIRITO,-20.214416666666665,-43.89169444444445,Alta
8305,Nome da mina não informado,MG,BELO VALE,-20.42527777777778,-43.927861111111106,Baixa
8307,Nome da mina não informado,MG,BELO VALE,-20.433944444444446,-43.931555555555555,Baixa
8308,Nome da mina não informado,MG,OURO PRETO,-20.41172222222222,-43.86527777777778,Baixa
8311,Cauê,MG,ITABIRA,-19.57450888888889,-43.24628555555556,Baixa
8312,Nome da mina não informado,MG,ITABIRA,-19.60931,-43.2633825,Baixa
8313,Nome da mina não informado,MG,ITABIRA,-19.612504722222223,-43.26678,Baixa
8314,Nome da mina não informado,MG,ITABIRA,-19.640643333333333,-43.24147777777778,Baixa
8315,Nome da mina não informado,MG,ITABIRA,-19.645592222222223,-43.242225,Baixa
8316,Cauê,MG,ITABIRA,-19.575618055555555,-43.20475694444445,Baixa
8317,Cauê,MG,ITABIRA,-19.572700277777777,-43.197536388888885,Baixa
8318,Mina Conceição,MG,ITABIRA,-19.647583333333333,-43.274138888888885,Baixa
8320,Conceição,MG,ITABIRA,-19.68536111111111,-43.28622222222222,Baixa
8325,Cauê,MG,ITABIRA,-19.570480555555555,-43.23155666666667,Baixa
8330,Cauê,MG,ITABIRA,-19.56347388888889,-43.20628277777778,Baixa
8332,Cauê,MG,ITABIRA,-19.625463333333332,-43.18294361111111,Alta
8333,Nome da mina não informado,MG,UBERABA,-19.410823055555554,-47.95583777777778,Média
8335,Cauê,MG,ITABIRA,-19.555094166666667,-43.1608625,Baixa
8337,Nome da mina não informado,MG,UBERABA,-19.410908055555556,-47.957124444444446,Média
8338,Nome da mina não informado,MG,UBERABA,-19.41135361111111,-47.957726944444445,Média
8344,Mina de Cajati,SP,CAJATI,-24.69986666666667,-48.11296277777778,Baixa
8345,Mina de Cajati,SP,CAJATI,-24.693055555555556,-48.12027777777778,Média
8346,Nome da mina não informado,BA,BRUMADO,-14.233777777777776,-41.71969444444445,Média
8347,Nome da mina não informado,SP,SANTOS,-23.881666666666668,-46.31433333333333,Média
8350,Nome da mina não informado,MG,UBERABA,-19.41016111111111,-47.95496305555556,Média
8351,Nome da mina não informado,MG,UBERABA,-19.411454166666665,-47.956608611111115,Média
8352,Nome da mina não informado,MG,UBERABA,-19.40947222222222,-47.95568333333333,Média
8358,Nome da mina não informado,MG,ITABIRA,-19.607335833333334,-43.257255,Baixa
8359,Mina Conceição,MG,ITABIRA,-19.674222222222223,-43.23641666666667,Baixa
8363,Córrego do Meio,MG,SABARÁ,-19.857194444444445,-43.80452777777778,Baixa
8366,Brucutu,MG,SÃO GONÇALO DO RIO ABAIXO,-19.87864972222222,-43.37824722222222,Baixa
8367,Pedreira Juruaçu,SP,SÃO PAULO,-23.409555555555553,-46.73122222222222,Baixa
8368,Brucutu,MG,SÃO GONÇALO DO RIO ABAIXO,-19.87477861111111,-43.37972833333333,Baixa
8369,Água Limpa,MG,RIO PIRACICABA,-19.929942222222223,-43.196193888888885,Baixa
8370,Água Limpa,MG,RIO PIRACICABA,-19.932458611111112,-43.20921333333334,Baixa
8371,Pedreira Itapeti,SP,MOGI DAS CRUZES,-23.49716666666667,-46.24388888888889,Baixa
8372,Água Limpa,MG,SANTA BÁRBARA,-19.963639722222222,-43.2378675,Baixa
8373,Mina de Brucutu,MG,BARÃO DE COCAIS,-19.84834222222222,-43.42172055555555,Alta
8374,Pedreira Itapeti,SP,MOGI DAS CRUZES,-23.49663888888889,-46.24733333333334,Baixa
8375,Água Limpa,MG,SANTA BÁRBARA,-19.959216666666666,-43.23888888888889,Baixa
8376,Mina de Brucutu,MG,SÃO GONÇALO DO RIO ABAIXO,-19.883975,-43.38568,Baixa
8379,Brucutu,MG,SÃO GONÇALO DO RIO ABAIXO,-19.864143611111114,-43.355869444444444,Baixa
8381,Gongo Soco,MG,BARÃO DE COCAIS,-19.973500277777777,-43.6037275,Média
8383,Gongo Soco,MG,BARÃO DE COCAIS,-19.948728055555556,-43.58669972222223,Média
8385,Gongo Soco,MG,BARÃO DE COCAIS,-19.938450833333334,-43.58381027777778,Média
8386,Gongo Soco,MG,BARÃO DE COCAIS,-19.9717275,-43.60806222222222,Média
8389,Gongo Soco,MG,BARÃO DE COCAIS,-19.970175555555553,-43.59686694444445,Alta
8391,Nome da mina não informado,SC,SIDERÓPOLIS,-28.586851944444444,-49.443215277777774,Baixa
8392,Nome da mina não informado,MT,POCONÉ,-16.245391666666666,-56.607369444444444,Baixa
8396,Nome da mina não informado,MT,POCONÉ,-16.24136388888889,-56.604866666666666,Baixa
8400,Nome da mina não informado,MG,ITABIRITO,-20.379469444444446,-43.91678333333333,Baixa
8403,Nome da mina não informado,MG,SANTA BÁRBARA,-20.185083333333335,-43.60575,Baixa
8405,Mina de Capanema,MG,SANTA BÁRBARA,-20.1735,-43.61530555555556,Média
8406,Del Rey,MG,MARIANA,-20.338055555555556,-43.42461111111111,Baixa
8407,Del Rey,MG,MARIANA,-20.348972222222223,-43.41308333333333,Baixa
8412,Nome da mina não informado,SC,LAURO MÜLLER,-28.40961111111111,-49.427749999999996,Baixa
8414,Nome da mina não informado,SC,IÇARA,-28.729166666666664,-49.248333333333335,Baixa
8421,Mina de Águas Claras,MG,NOVA LIMA,-19.977086666666665,-43.893002777777774,Média
8422,Mina de Águas Claras,MG,NOVA LIMA,-19.967364999999997,-43.882979166666665,Média
8428,Complexo de Mineração de Tapira,MG,TAPIRA,-19.823305555555557,-46.86830555555556,Baixa
8429,Nome da mina não informado,MT,POCONÉ,-16.05025277777778,-56.548275,Baixa
8430,Gongo Soco,MG,BARÃO DE COCAIS,-19.975726111111108,-43.6006975,Baixa
8431,Mina Morrou do Ouro,MG,PARACATU,-17.146166666666666,-46.902166666666666,Alta
8432,Complexo de Mineração de Tapira,MG,TAPIRA,-19.837249999999997,-46.837361111111115,Baixa
8433,Mina Morro do Ouro,MG,PARACATU,-17.146333333333335,-46.85633333333333,Baixa
8434,Mina Morro do Ouro,MG,PARACATU,-17.174166666666668,-46.87916666666667,Baixa
8435,Nome da mina não informado,PA,CANAÃ DOS CARAJÁS,-6.39938888888889,-50.340138888888895,Baixa
8436,Mina Morro do Ouro,MG,PARACATU,-17.1755,-46.88783333333333,Baixa
8437,Mina Morro do Ouro,MG,PARACATU,-17.172333333333334,-46.88333333333333,Baixa
8438,Mina Morro do Ouro,MG,PARACATU,-17.182333333333336,-46.898833333333336,Baixa
8439,Complexo de Mineração de Tapira,MG,TAPIRA,-19.82102777777778,-46.84180555555556,Baixa
8440,Projeto Antas Norte,PA,CURIONÓPOLIS,-6.236122222222222,-49.76645277777778,Baixa
8441,Complexo de Mineração de Tapira,MG,TAPIRA,-19.84247222222222,-46.86425,Baixa
8443,Complexo de Mineração de Tapira,MG,TAPIRA,-19.8385,-46.83277777777778,Baixa
8446,Complexo de Mineração de Tapira,MG,TAPIRA,-19.788861111111114,-46.87888888888889,Baixa
8450,Unidade de Patos de Minas,MG,PATOS DE MINAS,-18.37902777777778,-46.92647222222222,Baixa
8451,Mina Córrego do Feijão,MG,BRUMADINHO,-20.11963888888889,-44.13922222222222,Baixa
8453,Mina Córrego do Feijão,MG,BRUMADINHO,-20.128083333333333,-44.13827777777778,Baixa
8454,Unidade de Patos de Minas,MG,PATOS DE MINAS,-18.379805555555556,-46.93283333333333,Baixa
8456,Mina Córrego do Feijão,MG,BRUMADINHO,-20.119055555555555,-44.12441666666667,Baixa
8457,Mina Córrego do Feijão,MG,BRUMADINHO,-20.104277777777778,-44.11966666666667,Baixa
8458,Nome da mina não informado,MT,POCONÉ,-16.255,-56.61527777777778,Média
8459,Nome da mina não informado,MT,POCONÉ,-16.098363888888887,-56.56857777777778,Baixa
8460,Nome da mina não informado,MT,POCONÉ,-16.119944444444446,-56.587722222222226,Baixa
8462,Nome da mina não informado,MG,PATOS DE MINAS,-18.38088888888889,-46.92719444444444,Baixa
8464,Nome da mina não informado,MT,POCONÉ,-16.06292777777778,-56.561927777777775,Baixa
8465,Nome da mina não informado,MT,POCONÉ,-16.110855555555556,-56.57396666666667,Baixa
8467,Nome da mina não informado,MG,PRADOS,-21.191055555555558,-43.99125,Média
8471,Nome da mina não informado,MT,POCONÉ,-16.2924,-56.650755555555556,Baixa
8472,Nome da mina não informado,MT,POCONÉ,-16.29515277777778,-56.72561666666667,Média
8475,Nome da mina não informado,MT,POCONÉ,-16.037916666666668,-56.537638888888885,Baixa
8476,Nome da mina não informado,MT,POCONÉ,-16.29485277777778,-56.65153333333333,Baixa
8482,Nome da mina não informado,MG,NOVA LIMA,-20.110225,-43.9088,Média
8489,MINA DA FAZ. RECREIO,SP,MONTE MOR,-22.93841666666667,-47.24025,Média
8490,Mina Fazenda do Quebra,MG,BETIM,-19.985555555555557,-44.12147222222222,Baixa
8495,Mina do Barreiro,MG,ARAXÁ,-19.65020388888889,-46.95232194444445,Baixa
8496,Mina do Barreiro,MG,ARAXÁ,-19.616944444444446,-47.02111111111111,Baixa
8498,Nome da mina não informado,MG,ITATIAIUÇU,-20.16925,-44.45088055555556,Média
8500,Mina do Barreiro,MG,ARAXÁ,-19.641352777777776,-46.973849722222226,Baixa
8501,Mina do Barreiro,MG,ARAXÁ,-19.654166666666665,-46.95305555555556,Baixa
8502,Mina do Barreiro,MG,ARAXÁ,-19.649722222222223,-46.94611111111111,Baixa
8504,MINA OESTE,MG,ITATIAIUÇU,-20.172921666666667,-44.4485475,Baixa
8505,Mina de Casa Branca,MG,BRUMADINHO,-20.064805555555555,-44.029222222222224,Baixa
8506,Mina do Barreiro,MG,ARAXÁ,-19.610835,-47.02936583333333,Baixa
8507,Mina de Casa Branca,MG,BRUMADINHO,-20.066305555555555,-44.02719444444444,Baixa
8509,Nome da mina não informado,MG,MATEUS LEME,-20.129083333333334,-44.42019444444444,Média
8510,Mina de Casa Branca,MG,BRUMADINHO,-20.067444444444444,-44.02302777777778,Média
8511,Mina do Barreiro,MG,ARAXÁ,-19.63361111111111,-46.99638888888889,Baixa
8513,Nome da mina não informado,MG,MATEUS LEME,-20.130277777777778,-44.4225,Média
8514,Nome da mina não informado,MG,MATEUS LEME,-20.130736111111112,-44.42670277777778,Baixa
8515,Nome da mina não informado,MG,ITATIAIUÇU,-20.161916666666666,-44.456250000000004,Média
8516,Nome da mina não informado,MG,MATEUS LEME,-20.12441388888889,-44.40018333333333,Média
8517,Nome da mina não informado,MG,ITATIAIUÇU,-20.16247222222222,-44.44738888888889,Média
8519,Nome da mina não informado,MG,ITATIAIUÇU,-20.15588888888889,-44.44708333333333,Baixa
8520,Nome da mina não informado,MG,ITATIAIUÇU,-20.136333333333333,-44.405249999999995,Média
8521,Nome da mina não informado,MG,MATEUS LEME,-20.125333333333334,-44.41047222222222,Média
8522,Nome da mina não informado,MG,MATEUS LEME,-20.12625,-44.4135,Média
8523,Nome da mina não informado,MG,ITATIAIUÇU,-20.145916666666665,-44.40547222222222,Baixa
8525,Mina Da Mutuca,MG,NOVA LIMA,-20.02622583333333,-43.942562499999994,Média
8526,Nome da mina não informado,MG,ITATIAIUÇU,-20.15983333333333,-44.44994444444444,Baixa
8527,Nome da mina não informado,MG,MATEUS LEME,-20.12138888888889,-44.37122222222222,Média
8528,Nome da mina não informado,MG,MATEUS LEME,-20.12022222222222,-44.37177777777778,Média
8529,Nome da mina não informado,MG,MATEUS LEME,-20.116083333333336,-44.37125,Média
8530,Nome da mina não informado,MG,ITATIAIUÇU,-20.14038888888889,-44.42247222222222,Baixa
8532,Nome da mina não informado,MG,ITATIAIUÇU,-20.15036111111111,-44.43583333333333,Média
8533,Nome da mina não informado,MG,ITATIAIUÇU,-20.156055555555554,-44.44138888888889,Média
8535,MINA OESTE,MG,ITATIAIUÇU,-20.170972222222222,-44.45458333333334,Baixa
8537,Nome da mina não informado,SP,SÃO SIMÃO,-21.43033888888889,-47.613055555555555,Baixa
8538,São Francisco,MT,VILA BELA DA SANTÍSSIMA TRINDADE,-14.849338888888889,-59.658113888888884,Baixa
8539,Mina Turmalina,MG,CONCEIÇÃO DO PARÁ,-19.746055555555557,-44.87441666666667,Baixa
8540,Nome da mina não informado,SP,CAIEIRAS,-23.393072222222223,-46.77502777777778,Média
8543,Nome da mina não informado,SP,MOGI DAS CRUZES,-23.397333333333332,-46.19488888888888,Baixa
8546,Mineração do Vale,SP,CORUMBATAÍ,-22.192083333333333,-47.55152777777778,Baixa
8547,MINERAÇÃO AURIZONA,MA,GODOFREDO VIANA,-1.3013333333333335,-45.76130555555556,Alta
8548,Nome da mina não informado,SP,TATUÍ,-23.354805555555558,-47.730250000000005,Média
8549,Nome da mina não informado,SP,MOGI DAS CRUZES,-23.398166666666665,-46.20483333333333,Média
8550,Nome da mina não informado,SP,MOGI DAS CRUZES,-23.3955,-46.20483333333333,Média
8554,Santa Isabel,MG,ITABIRITO,-20.21045472222222,-43.68577777777777,Baixa
8555,Mina Roça Grande / Mina Pilar,MG,CAETÉ,-19.934925833333335,-43.649055833333335,Baixa
8557,Nome da mina não informado,PA,ORIXIMINÁ,-1.4719166666666668,-56.38575,Baixa
8559,Nome da mina não informado,PA,ORIXIMINÁ,-1.4658055555555556,-56.39066666666667,Baixa
8560,Nome da mina não informado,PA,ORIXIMINÁ,-1.6829166666666666,-56.418166666666664,Baixa
8561,Nome da mina não informado,PA,ORIXIMINÁ,-1.6835,-56.45266666666667,Baixa
8562,Nome da mina não informado,PA,ORIXIMINÁ,-1.6826388888888888,-56.46327777777778,Baixa
8563,Nome da mina não informado,PA,ORIXIMINÁ,-1.6873055555555556,-56.468250000000005,Baixa
8564,Mina Casa de Pedra,MG,CONGONHAS,-20.50583333333333,-43.88333333333333,Baixa
8565,Nome da mina não informado,PA,ORIXIMINÁ,-1.6929444444444444,-56.467305555555555,Baixa
8566,Nome da mina não informado,PA,ORIXIMINÁ,-1.69875,-56.47027777777778,Baixa
8567,Nome da mina não informado,PA,ORIXIMINÁ,-1.699888888888889,-56.47541666666667,Baixa
8569,Mina de Quatis,RJ,QUATIS,-22.455055555555553,-44.28619444444444,Baixa
8574,Mina Casa de Pedra,MG,CONGONHAS,-20.485833333333336,-43.88583333333333,Baixa
8575,Nome da mina não informado,PA,ORIXIMINÁ,-1.693888888888889,-56.476111111111116,Baixa
8576,Mina Casa de Pedra,MG,CONGONHAS,-20.451651944444443,-43.90656583333333,Baixa
8577,Nome da mina não informado,PA,ORIXIMINÁ,-1.6846944444444445,-56.40369444444444,Baixa
8578,Nome da mina não informado,PA,ORIXIMINÁ,-1.6848055555555557,-56.427055555555555,Média
8579,Nome da mina não informado,PA,ORIXIMINÁ,-1.690611111111111,-56.42697222222222,Baixa
8580,Mina Casa de Pedra,MG,CONGONHAS,-20.485277777777778,-43.955000000000005,Baixa
8581,Nome da mina não informado,PA,ORIXIMINÁ,-1.6826944444444443,-56.43541666666666,Baixa
8588,Nome da mina não informado,PA,ORIXIMINÁ,-1.6828333333333332,-56.44455555555555,Baixa
8590,Nome da mina não informado,PA,ORIXIMINÁ,-1.6763333333333332,-56.424277777777775,Baixa
8595,Nome da mina não informado,PA,ORIXIMINÁ,-1.6715555555555555,-56.434194444444444,Média
8596,Nome da mina não informado,PA,ORIXIMINÁ,-1.669722222222222,-56.44008333333333,Baixa
8597,Nome da mina não informado,PA,ORIXIMINÁ,-1.6696944444444444,-56.44488888888888,Média
8598,Nome da mina não informado,PA,ORIXIMINÁ,-1.673472222222222,-56.45280555555556,Baixa
8599,Nome da mina não informado,PA,ORIXIMINÁ,-1.6749166666666666,-56.46091666666667,Baixa
8600,Nome da mina não informado,PA,ORIXIMINÁ,-1.6685277777777776,-56.462250000000004,Baixa
8601,Nome da mina não informado,PA,ORIXIMINÁ,-1.6817777777777776,-56.41108333333333,Média
8602,Nome da mina não informado,PA,ORIXIMINÁ,-1.6764999999999999,-56.437999999999995,Média
